step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,vanguardia-y-concretismo-2,0.4949371880579309,0.43993849271567653,1.2000000000000002,,Brazilian Concrete Poetry Challenging the Norms,"Brazilian Concrete Poetry was a 1950s movement that used words, shapes, spacing, and visual design to create meaning. Its purpose was to move away from traditional poetry and show that writing could communicate beyond speech.",,Learn more,writing-speechs-connection-more-in-depth.md,,,,,
2,simon-rodriguez-introduccion,0.5,0.5,1,,Education: Simon Rodríguez,"Simon Rodríguez believed in a standardization of speech to achieve effective education. Speech is 'painting with words.' One may 'paint' without speaking but one may not speak without painting. To standardize speech would make one able to create a unified nation, capable of being a successful republic, which he believed to be the ideal form of government. Education was to be the centerpiece of this formation. A commoner would participate successfully in their government because they received an education. ",,,,,,,,
3,simon-rodriguez-circulacion,0.5026540200413387,0.5061307656614155,1.296,,Simon Rodríguez & Importance of Education,"According to Simón Rodríguez, people must be educated so they can learn from the past and avoid repeating its mistakes. Writing and speech are important because they preserve and pass down knowledge about what has happened before, allowing people to learn from it and make better choices in the future.",,Learn more,writing-speechs-connection-learn-more.md,,,,,
